id,price_doc
30627,8480764.860788845
30628,6025819.082727311
30629,5267170.330376431
30630,6620003.923082806
30631,4916496.109891802
30632,3255864.270806587
30633,7075990.174428225
30634,12115238.908368437
30635,9293648.44829982
30636,3544290.6943739564
30637,9303359.679698251
30638,5842863.136250257
30639,7407091.089696029
30640,4916071.903825447
30641,12438538.797494002
30642,5000249.308996491
30643,10205907.700948803
30644,9403709.070815386
30645,5279896.962237491
30646,5620523.487038011
30647,4021146.546511837
30648,19502151.44288125
30649,2914061.6297075027
30650,5304651.554684082
30651,3110988.4507775796
30652,4866314.091033692
30653,6920411.296070467
30654,3792040.635597341
30655,8387159.507270802
30656,3770010.7823059866
30657,6264585.059299231
30658,8912150.857828807
30659,3958294.799358732
30660,7732975.371426721
30661,5797123.5005543055
30662,7620916.236859035
30663,17509931.23903031
30664,9551924.27721492
30665,6950737.445858574
30666,2908370.10308698
30667,3640082.872543395
30668,8884150.899798296
30669,4228982.699079881
30670,2792478.798134909
30671,8316887.220664565
30672,8721366.62586367
30673,10302938.708253937
30674,10314542.519772144
30675,1980651.263941818
30676,9648015.099332094
30677,4568222.746878965
30678,19685385.353161
30679,6565956.792834682
30680,8297343.43552153
30681,2096468.49303743
30682,6963211.902448693
30683,9887652.102170601
30684,5046368.67891794
30685,7787776.011012595
30686,8869591.343901603
30687,3708768.8256437187
30688,3593486.259332737
30689,9488851.912957229
30690,20214854.651757307
30691,4556615.691728328
30692,6227098.918878276
30693,6848374.4847033145
30694,5103572.328748601
30695,5895027.044459548
30696,6380371.010610604
30697,9223803.882984813
30698,7777417.726556563
30699,4887833.805582969
30700,3626235.542889684
30701,9410183.225081008
30702,6411847.64524255
30703,2861131.8364271703
30704,9568085.916267788
30705,7959075.285588862
30706,17720393.420691103
30707,3951057.779966696
30708,12791225.174906718
30709,5574246.822700204
30710,4977111.524562184
30711,3836652.878369075
30712,5559256.426916839
30713,4614203.57023872
30714,5779647.410092943
30715,4086362.5213112403
30716,9887652.102170601
30717,6409952.369763775
30718,11278330.122815832
30719,13396583.552072218
30720,7881152.076476782
30721,2543722.409707615
30722,7734496.192559325
30723,6757714.411550685
30724,11627117.567513254
30725,6554543.000662605
30726,11542077.446985705
30727,9076764.280401494
30728,10742654.956390051
30729,3820152.6676946795
30730,5389811.223369885
30731,9409769.30306875
30732,5632499.346132401
30733,10846717.39491262
30734,6029775.554234828
30735,5243099.678826442
30736,10332893.951542139
30737,6251002.519548031
30738,5930161.734450166
30739,3206158.720878134
30740,5774078.039861529
30741,10640913.256645964
30742,5660564.3463772945
30743,3654491.9237433695
30744,8808330.122355558
30745,9580348.460382627
30746,5243099.678826442
30747,16364365.704050692
30748,15090670.564077282
30749,5343836.361812352
30750,5528458.892792221
30751,4201496.035378276
30752,7211943.1661155615
30753,9352754.513471048
30754,5201917.202237985
30755,4208883.935876364
30756,14361774.620721413
30757,5726044.334208572
30758,8518954.242206339
30759,5690765.975999348
30760,4208883.935876364
30761,8103131.696924047
30762,7329509.351235514
30763,9568085.916267788
30764,6950737.445858574
30765,3192996.4749448933
30766,4933789.45812678
30767,8774129.060700713
30768,5056523.67482433
30769,4763318.870814003
30770,6950737.445858574
30771,2430931.9387575258
30772,8311510.583678823
30773,12438538.797494002
30774,7601329.265135225
30775,10462235.779119683
30776,5283806.086682824
30777,6950737.445858574
30778,8461112.183075791
30779,6189290.704580245
30780,7713521.93862646
30781,6030674.698426528
30782,4333535.434298665
30783,5700016.302160244
30784,2713911.43528045
30785,4978177.425759499
30786,5763483.698129609
30787,9321552.71585248
30788,5817356.01529289
30789,5411337.984857811
30790,6776087.6050736355
30791,10025331.90456986
30792,6135049.637239197
30793,10897842.614249779
30794,11810389.030558832
30795,8385078.49525164
30796,8720695.43599186
30797,12644120.305592457
30798,2823292.402780018
30799,9957596.369586723
30800,13764386.180519877
30801,9409769.30306875
30802,13866704.201744178
30803,2310673.3939357507
30804,2721077.9361175774
30805,10598615.65071623
30806,6029775.554234828
30807,6640854.598007435
30808,8621546.790671218
30809,4021793.6858717687
30810,10826098.716669224
30811,4249609.15276462
30812,5485337.007647468
30813,4723754.187683548
30814,3225433.7241857965
30815,3806503.2076277924
30816,9078742.836924842
30817,1980651.263941818
30818,7222054.692800936
30819,8280646.138084065
30820,5954154.1377533395
30821,17086606.941039916
30822,7281698.093525512
30823,5895027.044459548
30824,4928071.103689748
30825,7449691.240696656
30826,9778347.946377706
30827,8297343.43552153
30828,5522170.463333249
30829,6589834.507670394
30830,8391058.124175424
30831,4801475.952485523
30832,3719743.9374148115
30833,5441258.983227368
30834,4250012.155119481
30835,8207008.690356657
30836,7122305.31663814
30837,6374691.826743862
30838,4928786.273674809
30839,5361442.814355314
30840,7972525.512005363
30841,8919323.92212525
30842,5881564.16644193
30843,4610958.224766888
30844,14361774.620721413
30845,9997032.937934687
30846,5763483.698129609
30847,6390748.736620848
30848,7531653.615153398
30849,3523921.9777312987
30850,4110011.7547155446
30851,4161667.2059899475
30852,10529440.77353912
30853,3120176.4523187163
30854,5525138.79215089
30855,6938594.589846356
30856,7315136.907282557
30857,2002725.8675335264
30858,5881105.8144179685
30859,6640018.990586671
30860,5152279.313481022
30861,7626639.725795066
30862,6764370.897857332
30863,7741770.697638605
30864,6590546.545405314
30865,9420684.276223218
30866,11591471.47719868
30867,5188987.059285701
30868,7285404.251945836
30869,4869685.514014672
30870,8131357.0011044685
30871,9142511.723268097
30872,3901682.4323568963
30873,2983819.1126851556
30874,5243690.718125246
30875,5239958.445740615
30876,3680387.9538629586
30877,9171084.779864982
30878,5243099.678826442
30879,13422065.335440421
30880,9409769.30306875
30881,1980651.263941818
30882,9104400.64520878
30883,2460513.45460748
30884,5243099.678826442
30885,5658968.0118930135
30886,8950025.597251613
30887,6505720.9647564655
30888,6193416.558110884
30889,5566581.560235607
30890,8204434.65621484
30891,4933789.45812678
30892,4933789.45812678
30893,5763483.698129609
30894,6024018.720217271
30895,3800770.125992751
30896,5336917.200327547
30897,8257314.048830938
30898,5814973.762420258
30899,5784326.78890247
30900,2353342.1209236444
30901,5774755.892494786
30902,1980651.263941818
30903,5966107.200118803
30904,7325782.881087575
30905,5268547.207168813
30906,7406766.999014428
30907,9971752.662264114
30908,3360632.18051076
30909,12267446.753577704
30910,10304453.896158665
30911,3503097.8729614546
30912,5230715.444509075
30913,11625449.935429787
30914,5953828.588801406
30915,7392386.070595482
30916,4977066.090907205
30917,7061212.1112285415
30918,5076369.907171647
30919,4208883.935876364
30920,5541552.499174918
30921,6271247.945452319
30922,5954348.231160307
30923,2558184.6229442856
30924,8297343.43552153
30925,14992317.838013591
30926,5576303.987677332
30927,9926822.041594662
30928,5029076.996093582
30929,8297343.43552153
30930,10759954.1077191
30931,9358853.072281914
30932,4839413.955266276
30933,3077699.2409973615
30934,8078707.050184245
30935,5777405.865477994
30936,6029775.554234828
30937,7854982.179440286
30938,0.0
30939,12249044.16035283
30940,6407794.184398987
30941,6331927.015261381
30942,2723321.9662088407
30943,6108806.357569023
30944,4021793.6858717687
30945,3523702.30533379
30946,14165308.197207065
30947,5815281.567754304
30948,5214830.301028171
30949,4869516.300451862
30950,6588992.701880224
30951,13943599.595522806
30952,11644589.512547579
30953,8443129.144565526
30954,3821782.1307784966
30955,5787490.521789146
30956,6029338.952814455
30957,5113289.629510951
30958,21274167.65600065
30959,8480541.18769972
30960,7786720.385324034
30961,7464652.066251053
30962,10411187.168300949
30963,2939565.8940467634
30964,3313232.7381123123
30965,5752346.213873101
30966,10733333.00310167
30967,12006374.113920873
30968,3052009.075532904
30969,2581449.1953557776
30970,10111700.503038177
30971,11612146.165653232
30972,2581449.1953557776
30973,4578540.453002492
30974,3661220.5073662354
30975,7289928.349842038
30976,4939036.320015291
30977,5985936.4359450545
30978,8226697.724440134
30979,2367439.085238773
30980,15495333.678386107
30981,9230143.986099986
30982,6070762.3749178285
30983,2954108.253810623
30984,5268547.207168813
30985,3711071.940790292
30986,10018753.726049438
30987,8802137.720086088
30988,5829316.898969693
30989,8034435.947084054
30990,10422330.418696573
30991,9294679.85090564
30992,2908370.10308698
30993,7858597.239047095
30994,5071242.420185313
30995,7277298.77266351
30996,5243099.678826442
30997,8490024.28163868
30998,6754270.530447554
30999,5814969.029155143
31000,8703323.593810137
31001,9409769.30306875
31002,7721552.975378068
31003,9928935.662170352
31004,3100543.657740142
31005,3718847.549424956
31006,6231865.684884491
31007,5377211.721925816
31008,7449691.240696656
31009,5481121.822847657
31010,6122866.917348765
31011,3728062.9021574045
31012,5816577.906827739
31013,6722514.193913308
31014,10261763.297943313
31015,7434316.268312208
31016,3728062.9021574045
31017,8788664.415581333
31018,5762531.190466509
31019,4468251.588699647
31020,6351832.043167596
31021,12378582.955868516
31022,15186503.564365285
31023,9437698.3807099
31024,4366637.798896163
31025,5880540.118518205
31026,7553986.876880636
31027,4924692.764670361
31028,5485295.042280097
31029,9492952.695540499
31030,6074257.444807809
31031,8923224.887601107
31032,9605148.569751477
31033,13366404.10245359
31034,6123559.07648332
31035,9900650.67511497
31036,5806390.442623264
31037,18227370.87173262
31038,4140488.054390237
31039,7575696.069654177
31040,8263155.25482651
31041,4269878.306089932
31042,5956423.577570926
31043,5653094.640711499
31044,7971401.620793139
31045,5724156.695344779
31046,13278683.53942639
31047,9286503.72889064
31048,6117822.453702346
31049,6255840.065675071
31050,8221854.537982832
31051,4916496.109891802
31052,2954108.253810623
31053,14834683.556585807
31054,9056902.95420367
31055,6919516.34258721
31056,13055132.076625973
31057,8297343.43552153
31058,7230274.743161299
31059,2831238.5347331045
31060,5924520.457374453
31061,9409769.30306875
31062,5200714.726185032
31063,2568741.3459184505
31064,3803865.462198686
31065,9447527.817177651
31066,5881105.8144179685
31067,8968131.489246426
31068,4202538.224840898
31069,4906876.4683038145
31070,3906077.271741891
31071,2351402.955962646
31072,7799040.489295463
31073,1980651.263941818
31074,5895027.044459548
31075,7389260.786164065
31076,7046395.424162171
31077,5268547.207168813
31078,4175888.351275654
31079,4451005.835820114
31080,6025819.082727311
31081,2930567.0569070177
31082,10803402.121145949
31083,4021793.6858717687
31084,8788664.415581333
31085,11111254.295464687
31086,2861131.8364271703
31087,5479309.535020078
31088,5249068.842441683
31089,4812452.032122111
31090,16966208.269236073
31091,4763558.908853141
31092,5886481.802752466
31093,6950737.445858574
31094,6587459.993500943
31095,4497324.460015785
31096,17432381.425174262
31097,10559685.4750677
31098,9276389.256066216
31099,10671993.880386468
31100,5041686.987967658
31101,5019712.376494367
31102,6119832.708907657
31103,10415689.048138566
31104,4576145.852763185
31105,5299598.749233806
31106,4488154.713816349
31107,12038527.928760448
31108,7162382.518155574
31109,4544519.962735598
31110,8759530.721386036
31111,7728527.772963988
31112,5059264.395052625
31113,2917118.326509031
31114,4595350.767601531
31115,4578289.409693522
31116,7052275.595628107
31117,6511656.297403046
31118,2983819.1126851556
31119,2496845.2966200574
31120,5060143.690289897
31121,8231556.190754516
31122,8364941.091252508
31123,3920984.489756112
31124,6326749.632524872
31125,9374871.54253888
31126,14370855.024602441
31127,7689545.852351493
31128,5305406.224708376
31129,4600938.717141833
31130,10603933.711983977
31131,9902748.554701313
31132,8269422.478489573
31133,7802679.578727951
31134,7662061.021386861
31135,10525477.57031038
31136,9418422.09040471
31137,4398001.602391908
31138,5428986.200409309
31139,2969130.4935558545
31140,8168945.913061725
31141,7958267.15323522
31142,8788664.415581333
31143,4103473.449926526
31144,2947619.7205208493
31145,3543927.2535666875
31146,5331680.362918094
31147,11165844.378676517
31148,6930019.819994823
31149,1980651.263941818
31150,7531653.615153398
31151,5750748.673841174
31152,12438538.797494002
31153,4455553.195758434
31154,12593971.1771266
31155,5734076.409645749
31156,8789034.032201594
31157,6607552.230878773
31158,9175349.890477683
31159,9130416.776883896
31160,5457844.086068336
31161,2581449.1953557776
31162,4910529.856386382
31163,5163545.962694066
31164,6303776.384962066
31165,10127500.035074174
31166,5243099.678826442
31167,6648836.7691161195
31168,10031949.740631867
31169,6635333.873376237
31170,5604026.002087372
31171,10794799.60445642
31172,4516341.491274917
31173,8573932.564663988
31174,9182470.856265184
31175,11684423.894623507
31176,3901682.4323568963
31177,7531653.615153398
31178,4279831.402374524
31179,4272106.87917356
31180,4202538.224840898
31181,7559004.916169246
31182,5687248.7994632805
31183,7186539.530454101
31184,5521719.239384193
31185,3131727.286481782
31186,9005928.99020939
31187,2917118.326509031
31188,3920984.489756112
31189,4104993.8684480567
31190,6756170.582550787
31191,13370254.185416358
31192,4417266.894225508
31193,6994626.802162354
31194,9004728.116707671
31195,8515610.881686905
31196,4478011.083757673
31197,11676278.909614818
31198,7250994.919128081
31199,6025819.082727311
31200,9250317.892690327
31201,3141429.7159942198
31202,3808422.413992023
31203,9409769.30306875
31204,2536949.538952574
31205,10123693.269652028
31206,5500685.11142117
31207,4190011.9835177935
31208,5484612.135136701
31209,4500012.870126509
31210,6940938.464180789
31211,8098261.205404058
31212,6438470.685635373
31213,8966734.307452125
31214,6407794.184398987
31215,3901682.4323568963
31216,5243099.678826442
31217,6086184.739517897
31218,9956661.519866602
31219,4963571.544756214
31220,5980462.219016933
31221,2947230.197235355
31222,7096290.249973236
31223,9251566.445573278
31224,4707850.087625631
31225,10439617.441614827
31226,9101011.247811805
31227,9003930.044913253
31228,11770605.373397509
31229,5893225.449426937
31230,8986491.561395412
31231,3100543.657740142
31232,6403636.928159757
31233,5776564.143500879
31234,5579539.0809754245
31235,4549569.513027548
31236,5455231.778345921
31237,10509548.682487799
31238,5972407.310035934
31239,12616249.573474076
31240,7112685.530567352
31241,5972407.310035934
31242,6000900.9017420085
31243,2944679.993457992
31244,6086184.739517897
31245,7090336.503288163
31246,7833485.142952961
31247,4596232.949800589
31248,7142518.070932163
31249,9410183.225081008
31250,7689545.852351493
31251,5905501.13006346
31252,9321552.71585248
31253,7602859.631228549
31254,8537825.406334039
31255,10920824.885072786
31256,6527559.47729518
31257,4455553.195758434
31258,9343251.80504304
31259,9459515.31780951
31260,7530229.788716863
31261,17720393.420691103
31262,5268547.207168813
31263,6033245.717440972
31264,2922795.562275177
31265,6944454.496354724
31266,7366102.67206693
31267,2967527.922887531
31268,3728062.9021574045
31269,7818003.175675327
31270,3100543.657740142
31271,4111329.5972620924
31272,9990343.686936546
31273,7406497.015459323
31274,4812198.841965863
31275,4893143.281363044
31276,6311217.292712141
31277,5042736.903216479
31278,11981922.618492417
31279,13334011.387507334
31280,8516210.86490645
31281,5905501.13006346
31282,12378582.955868516
31283,9321552.71585248
31284,3466736.146322836
31285,4632691.46806669
31286,8207008.414130484
31287,10018753.726049438
31288,4272227.597391353
31289,10192703.579113446
31290,6940938.464180789
31291,6673062.505837463
31292,2795700.547028628
31293,6086184.739517897
31294,2939565.8940467634
31295,15380119.607720546
31296,8923003.116592983
31297,7434057.782272559
31298,3148635.654009748
31299,9308215.295397468
31300,7406887.247586393
31301,6766316.018176956
31302,5239150.4630295625
31303,7509593.895618776
31304,5822749.1562215425
31305,13064481.59648311
31306,2307456.0307571436
31307,6930019.819994823
31308,8093188.675468215
31309,9054945.919699753
31310,24182135.630580317
31311,6208276.4003720945
31312,5136799.2710382
31313,11121254.785554942
31314,6066282.546887446
31315,9887652.102170601
31316,11266533.84976454
31317,12473531.748401765
31318,8867793.581236966
31319,6407794.184398987
31320,6000137.165886418
31321,7082061.092420158
31322,14361774.620721413
31323,8325977.9267793745
31324,7455491.25573045
31325,5363230.799899436
31326,4903601.845305341
31327,7563269.240920858
31328,12728655.760451922
31329,4560476.006401192
31330,9619354.707726376
31331,7459684.5453730645
31332,4745196.042286158
31333,4527589.089600805
31334,3728062.9021574045
31335,5758754.279805218
31336,8149756.504446004
31337,5744451.563265626
31338,3849498.001186568
31339,4570817.806250211
31340,6262360.046190442
31341,9403709.070815386
31342,6053048.40255514
31343,2353342.1209236444
31344,4021527.1459322167
31345,4445132.688013762
31346,2889533.1149614193
31347,9957474.04397113
31348,9963465.077767003
31349,10202724.154489323
31350,2909401.0822590073
31351,5029783.362822821
31352,7640085.74241907
31353,5053789.491808993
31354,7243759.168616877
31355,11089296.153356783
31356,5763483.698129609
31357,3705000.831997309
31358,2914061.6297075027
31359,8508671.674684007
31360,13747563.161413439
31361,4718320.437991218
31362,9641634.24007698
31363,4530799.883379093
31364,3033004.9803578677
31365,2560294.3174872817
31366,8263767.758940196
31367,8163856.437557726
31368,6311003.992993899
31369,3908470.3706271453
31370,6197282.114397705
31371,11299453.818919627
31372,5512578.994012171
31373,5404040.222841377
31374,5200714.726185032
31375,3685731.2227704814
31376,6030674.698426528
31377,9620193.895956736
31378,6596563.022139876
31379,22733274.13549167
31380,5004208.347969696
31381,7508038.081018604
31382,4519110.452429289
31383,8398676.4868513
31384,18510908.09915752
31385,14601799.297547158
31386,8176272.030732317
31387,12737304.286951354
31388,4765398.324389753
31389,3959561.5626524724
31390,7698193.366473254
31391,4427603.231061794
31392,9894482.300645448
31393,8959667.931213927
31394,5379280.546364728
31395,3104290.3219294976
31396,9872314.357689125
31397,6323782.410999211
31398,4060479.733251268
31399,10913662.25193822
31400,5751029.661102963
31401,10012000.341511574
31402,9904616.423060209
31403,3803865.462198686
31404,5122287.031362979
31405,5972223.109606923
31406,9372282.40375351
31407,2369391.4749428653
31408,9321552.71585248
31409,1326924.8355103268
31410,10987066.239603208
31411,8191256.747263247
31412,7390705.362666532
31413,7581451.239423184
31414,4038896.2595801014
31415,12093672.04645015
31416,5679345.847960137
31417,5163594.364481545
31418,8542028.74413215
31419,9814624.679625472
31420,8923224.887601107
31421,6026324.981826824
31422,6451275.045421074
31423,6086184.739517897
31424,15737679.901233139
31425,5111609.8748765625
31426,4398244.11202793
31427,5718466.515352501
31428,9004974.678726178
31429,11730155.409427317
31430,3901682.4323568963
31431,4578289.409693522
31432,4560566.982978663
31433,4993964.634192423
31434,2969130.4935558545
31435,10416006.526661374
31436,9193299.057182683
31437,13055132.076625973
31438,7015792.18362559
31439,20665787.903084278
31440,6554744.096428228
31441,5666552.806359832
31442,8295490.882580413
31443,10110876.432040272
31444,6759415.5411179075
31445,8379710.463885716
31446,10066147.391106386
31447,5781775.924327841
31448,9138837.711717583
31449,7394048.488355282
31450,6317528.0108578885
31451,8320305.8616892565
31452,9765365.18628649
31453,4660861.95061916
31454,5733175.68048374
31455,7174193.852884422
31456,3803865.462198686
31457,4797448.200981409
31458,14355836.245795626
31459,7390648.32979816
31460,3803865.462198686
31461,4711783.806305665
31462,2536949.538952574
31463,4570636.740169631
31464,5815752.010419577
31465,3892113.007760003
31466,24647403.39933831
31467,2367439.085238773
31468,9939903.089397943
31469,3727788.1529547125
31470,4568065.694591385
31471,12191550.176517691
31472,2930567.0569070177
31473,7673246.647440401
31474,3951057.779966696
31475,6426190.902549943
31476,14768358.077258676
31477,7307684.35658246
31478,4964579.863207017
31479,6223044.623923134
31480,8163076.979768877
31481,7912855.367745429
31482,9294624.588633046
31483,9088045.707708959
31484,9551593.024611993
31485,4641277.098237935
31486,2006483.5050062118
31487,4499313.114930806
31488,12066930.404954461
31489,8198457.2504011355
31490,5988022.641642921
31491,5140473.705638528
31492,8351133.303826134
31493,9984307.331058644
31494,6187257.796995502
31495,4103287.855234661
31496,8164019.882048372
31497,3714246.37472301
31498,9542917.34974228
31499,10645347.82369595
31500,9688876.390585259
31501,8055044.424753902
31502,8068964.851530789
31503,4864619.911246962
31504,8125875.189192363
31505,11414212.500076069
31506,7747315.178895937
31507,6147625.52941534
31508,7075647.9586272845
31509,5014326.128477509
31510,6878468.007565851
31511,3803865.462198686
31512,9230143.986099986
31513,20371318.16401025
31514,15902365.685244456
31515,2361983.5475168233
31516,11811736.328255827
31517,5454216.340378731
31518,7648201.800018979
31519,5666716.555508395
31520,5460422.392183388
31521,4818533.204764062
31522,4269878.306089932
31523,7577261.8081504395
31524,8925818.519249106
31525,10930074.897157187
31526,5268547.207168813
31527,11304103.623597516
31528,4367028.280924522
31529,3378666.397182748
31530,8651613.784769565
31531,7771302.736456891
31532,5268547.207168813
31533,13253428.888121117
31534,7276472.405154692
31535,8830661.529936044
31536,8599063.538420595
31537,5660564.3463772945
31538,4438174.300484819
31539,3140918.409759724
31540,8759530.721386036
31541,2942519.2628101152
31542,4758057.428476081
31543,2560294.3174872817
31544,3803865.462198686
31545,5485234.824017838
31546,13038946.69096192
31547,6415555.401313361
31548,5297536.74214741
31549,7689545.852351493
31550,5253527.904341235
31551,6222982.355482272
31552,6663670.766994919
31553,6885229.491376502
31554,7313251.737869828
31555,5580707.5471513625
31556,6323782.410999211
31557,6439979.450061572
31558,10018753.726049438
31559,2942519.2628101152
31560,6323782.410999211
31561,7910022.622822374
31562,24704932.055548515
31563,2499145.1034370977
31564,9003437.778459596
31565,8659181.3302689
31566,6343246.655519754
31567,12954367.949690087
31568,8350237.46331227
31569,5733129.415510327
31570,7763161.303166719
31571,5181393.6695224615
31572,2576965.4957210915
31573,3139956.2712948374
31574,10652752.999901392
31575,5243099.678826442
31576,8396076.208620092
31577,4018819.536353653
31578,5616030.935409629
31579,4578289.409693522
31580,4716065.54439764
31581,6201960.984072928
31582,7734485.5122809345
31583,8955676.032342257
31584,3500823.6891139513
31585,6407794.184398987
31586,12809426.499716159
31587,10535722.379850367
31588,7922191.849381719
31589,3029018.3681343775
31590,8205912.083399008
31591,5584956.013262873
31592,7087901.556593791
31593,8624109.963861005
31594,7355037.835187371
31595,6694503.828796395
31596,3279828.806260154
31597,5145359.873784726
31598,3210306.838943692
31599,7627881.900196297
31600,5164575.689408765
31601,12875664.631999442
31602,4438918.155787476
31603,9493842.679459747
31604,3590342.176103264
31605,3803865.462198686
31606,4973554.091824781
31607,5548537.133724998
31608,4438918.155787476
31609,5520557.499786484
31610,8058522.684818687
31611,8286854.552880507
31612,5499925.754074234
31613,3908470.3706271453
31614,13180727.88512946
31615,9193299.057182683
31616,9175103.16487012
31617,6548407.558782862
31618,6304863.394356399
31619,8567926.102033705
31620,5704672.639985429
31621,7209240.290970691
31622,19189065.29528745
31623,8627656.70837735
31624,3914174.161373141
31625,6967742.263372262
31626,5457927.822326143
31627,5820727.8065099055
31628,9575471.493991379
31629,11502383.385593686
31630,2861131.8364271703
31631,5816577.906827739
31632,11552023.695431424
31633,4615229.828818193
31634,8343334.468534277
31635,13056088.04038733
31636,5815057.74060548
31637,4592947.381390437
31638,6351832.043167596
31639,2721077.9361175774
31640,10362066.498993449
31641,2983819.1126851556
31642,3110988.4507775796
31643,8351642.297784697
31644,8779585.856834162
31645,8539647.06545646
31646,8766577.056293396
31647,4622482.180462088
31648,10138734.523049695
31649,4677134.928702394
31650,6290585.253231418
31651,9806045.03105179
31652,7010781.205992546
31653,4725209.380990093
31654,6602000.483905957
31655,4380012.526923135
31656,17286037.913757805
31657,6653568.145773425
31658,5881105.8144179685
31659,7026784.7660739375
31660,4866565.50247013
31661,5784905.340550805
31662,5905501.13006346
31663,2954108.253810623
31664,4933789.45812678
31665,3190530.700680302
31666,5063312.796773521
31667,6673814.047619105
31668,7807851.897283502
31669,10990836.231806058
31670,5971321.190345642
31671,7177142.405913766
31672,6696882.222592272
31673,8623232.547962304
31674,8513358.00018015
31675,7082061.092420158
31676,4893557.5807021875
31677,3872903.6361394324
31678,4845256.917274698
31679,7767789.721627706
31680,5529562.770841818
31681,9409769.30306875
31682,3625502.457272811
31683,6407794.184398987
31684,4018819.536353653
31685,2560294.3174872817
31686,12187441.486684376
31687,8584064.694391416
31688,9720942.629830845
31689,2939565.8940467634
31690,5723368.643834668
31691,2723321.9662088407
31692,8544386.925067259
31693,5794459.022939223
31694,14361774.620721413
31695,5905501.13006346
31696,2351402.955962646
31697,4018819.536353653
31698,2367439.085238773
31699,5248863.111167179
31700,4428313.613356047
31701,7903630.163776862
31702,6511318.487436332
31703,7295351.572207407
31704,5340171.950903392
31705,10694964.457158765
31706,6457477.671923769
31707,11183246.353877703
31708,7542384.923532142
31709,4305081.427472276
31710,7614609.574239568
31711,6564322.695095633
31712,8360406.600057639
31713,7689545.852351493
31714,4115348.0330752064
31715,4103473.449926526
31716,3571470.729630677
31717,9352754.513471048
31718,3675551.8023169804
31719,5626007.098812394
31720,7672227.401071455
31721,3724784.3094501854
31722,8351642.297784697
31723,6312938.484455989
31724,6516779.367749051
31725,3803865.462198686
31726,10995086.208683502
31727,6433071.273367123
31728,3648484.562771806
31729,4617488.886399333
31730,2909401.0822590073
